old_code,new_code
CV302,CE3610
CV300,CE3611
CV375,CE3612
CV373,CE3613
CV306,CE3614
EM316,CE3615
EM352,CE3616
CV405,CE3617
CV377,CE3619
CV374,CE3620
CV368,CE3623
CV328,CE3624
CV350,CE3625
CV371,CE3626
CV336,CE3627
CV307,CE3628
CV372,CE3629
CV308,CE3630
CV406,CE3632
CV362,CE3634
CV364,CE3635
CV370,CE3636
CV449,CE4601
CV447,CE4603
LA432,CE4604
CV450,CE4605
CV448,CE4606
CV402,CE4607
BS097,CE4609
CV427,CE4610
CV445,CE4612
CV451,CE4613
CS446,CE4615
CV444,CE4617
CV423,CE4618
AR312,CE4619
AR408,CE4620
CE207,CENG4301
CE208,CENG4302
CE416,CENG4303
CE209,CENG4401
CE329,CENG4402
CE309,CENG4403
CE307,CENG4404
CE303,CENG4405
CE304,CENG4406
CA300,CENG4407
CE311,CENG4408
CE322,CENG4409
CE330,CENG4410
CE402,CENG4411
CE415,CENG4412
HI902,HIS1109
AI901,AI1001
MS404,JCCX0010
AM108,ECON1103
AV020,AE1102
ME143,ME1138
CH935,CHN1015
AM065,BUSS1106
SO922,ENVR1005
AI001,AI1101
SE006,CS1119
MS901,MS1001
SP171,NAOE0102
JA001,FL1108
AV025,AE1105
ME909,ME1008
SO120,SOC1127
ME128,ME1126
HI960,HIS1030
PI005,PHIL1104
FO005,FL1105
PI039,PHIL1110
CL918,CHN1030
CS085,CS1107
